scope	sourceId	predicateId	targetId
synset	awn4-00007846-n	hyponym	awn4-09801091-n
synset	awn4-00007846-n	hyponym	awn4-09879912-n
synset	awn4-00007846-n	hyponym	awn4-09897322-n
synset	awn4-00007846-n	hyponym	awn4-09938012-n
synset	awn4-00007846-n	hyponym	awn4-09998419-n
synset	awn4-00007846-n	hyponym	awn4-10014481-n
synset	awn4-00007846-n	hyponym	awn4-10016019-n
synset	awn4-00007846-n	hyponym	awn4-10060414-n
synset	awn4-00007846-n	hyponym	awn4-10064490-n
synset	awn4-00007846-n	hyponym	awn4-10075538-n
synset	awn4-00007846-n	hyponym	awn4-10178349-n
synset	awn4-00007846-n	hyponym	awn4-10193566-n
synset	awn4-00007846-n	hyponym	awn4-10202544-n
synset	awn4-00007846-n	hyponym	awn4-10202776-n
synset	awn4-00007846-n	hyponym	awn4-10204565-n
synset	awn4-00007846-n	hyponym	awn4-10219402-n
synset	awn4-00007846-n	hyponym	awn4-10229489-n
synset	awn4-00007846-n	hyponym	awn4-10233099-n
synset	awn4-00007846-n	hyponym	awn4-10241326-n
synset	awn4-00007846-n	hyponym	awn4-10255246-n
synset	awn4-00007846-n	hyponym	awn4-10266741-n
synset	awn4-00007846-n	hyponym	awn4-10280403-n
synset	awn4-00007846-n	hyponym	awn4-10298363-n
synset	awn4-00007846-n	hyponym	awn4-10308700-n
synset	awn4-00007846-n	hyponym	awn4-10311391-n
synset	awn4-00007846-n	hyponym	awn4-10330570-n
synset	awn4-00007846-n	hyponym	awn4-10343657-n
synset	awn4-00007846-n	hyponym	awn4-10355276-n
synset	awn4-00007846-n	hyponym	awn4-10364653-n
synset	awn4-00007846-n	hyponym	awn4-10404195-n
synset	awn4-00007846-n	hyponym	awn4-10416161-n
synset	awn4-00007846-n	hyponym	awn4-10437427-n
synset	awn4-00007846-n	hyponym	awn4-10437846-n
synset	awn4-00007846-n	hyponym	awn4-10504324-n
synset	awn4-00007846-n	hyponym	awn4-10518284-n
synset	awn4-00007846-n	hyponym	awn4-10533416-n
synset	awn4-00007846-n	hyponym	awn4-10550534-n
synset	awn4-00007846-n	hyponym	awn4-10560213-n
synset	awn4-00007846-n	hyponym	awn4-10618762-n
synset	awn4-00007846-n	hyponym	awn4-10623588-n
