scope	sourceId	predicateId	targetId
sense	oewn-abrade__2.35.01..	other	oewn-abrader__1.06.00..
sense	oewn-abrader__1.06.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abrader__1.06.00..	derivation	oewn-abrade__2.35.01..
sense	oewn-abranchiate__3.00.00..	antonym	oewn-branchiate__3.00.00..
sense	oewn-abrasion__1.19.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abrasion__1.22.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abrasion__1.26.00..	derivation	oewn-abrade__2.35.00..
sense	oewn-abrasive__1.27.00..	derivation	oewn-abrasive__5.00.00.rough.00
sense	oewn-abrasive__5.00.00.disagreeable.00	derivation	oewn-abrasiveness__1.07.01..
sense	oewn-abrasive__5.00.00.rough.00	derivation	oewn-abrade__2.35.00..
sense	oewn-abrasive__5.00.00.rough.00	derivation	oewn-abrade__2.35.01..
sense	oewn-abrasive__5.00.00.rough.00	derivation	oewn-abrasive__1.27.00..
sense	oewn-abrasive__5.00.00.rough.00	derivation	oewn-abrasiveness__1.07.00..
sense	oewn-abrasiveness__1.07.00..	derivation	oewn-abrasive__5.00.00.rough.00
sense	oewn-abrasiveness__1.07.01..	derivation	oewn-abrasive__5.00.00.disagreeable.00
sense	oewn-abreact__2.37.00..	derivation	oewn-abreaction__1.04.00..
sense	oewn-abreact__2.37.00..	other	oewn-abreaction__1.04.00..
sense	oewn-abreaction__1.04.00..	derivation	oewn-abreact__2.37.00..
sense	oewn-abridge__2.30.00..	derivation	oewn-abridgement__1.10.00..
sense	oewn-abridge__2.30.00..	derivation	oewn-abridger__1.18.00..
sense	oewn-abridge__2.30.00..	other	oewn-abridgement__1.10.00..
sense	oewn-abridge__2.30.00..	other	oewn-abridger__1.18.00..
sense	oewn-abridged__3.00.00..	antonym	oewn-unabridged__3.00.00..
